id,text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,dataset,platform,primary_anger,secondary_anger,primary_disgust,secondary_disgust,primary_fear,secondary_fear,primary_joy,secondary_joy,primary_sadness,secondary_sadness,primary_surprise,secondary_surprise,nulls
2017-En-11251,All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂 #GBBO,True,False,True,False,True,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,True,True,True,True,False,False,0
2017-En-40949,Living with #depression doesn't mean you must be defeated by it\nevery day's a new day and yesterday doesn't decide what today looks like :-),False,False,False,False,False,False,True,False,True,False,False,train,twitter,False,False,False,False,False,False,False,True,True,True,False,False,0
2017-En-20092,"In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news",False,False,False,True,False,False,False,False,False,False,False,train,twitter,False,False,False,False,True,True,False,False,False,False,False,False,0
2017-En-21374,@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted #bully,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-21886,"He accusd India of HR violations in Kashmir BUT refusd to name India's role in fomenting terror in Pakistan through TTP, BLA &amp; MQM.shame #ZH",True,False,True,False,False,False,False,False,True,True,False,train,twitter,True,True,True,True,False,False,False,False,True,True,True,True,0
2017-En-21219,About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography ,False,True,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-30081,@morgannbroom yes ❤️❤️ &amp; cheering homecoming game!,False,False,False,False,True,True,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-20533,I was so shy freshman year this guy introduced himself to me by asking if I spoke any English,False,True,False,False,True,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,True,True,True,True,False,False,0
2017-En-41251,Love is when all your happiness and all your sadness and all your feelings are dependent on another person.,False,False,False,False,False,True,True,False,False,False,True,train,twitter,False,False,False,False,False,False,False,True,False,False,False,True,0
2017-En-40646,@wabermes The @RavalliRepublic had a good one but then the reporter quit. ,False,False,False,False,False,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,False,False,False,False,False,False,1
2017-En-20764,@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,False,True,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-11506,@Kristiann1125 lol wow i was gonna say really?! haha have you seen chris or nah? you dont even snap me anymore dude!,True,False,True,False,True,False,False,False,False,True,False,train,twitter,True,True,True,True,False,False,True,True,False,False,True,True,0
2017-En-41397,"It’s possible changing meds is best not done while under stress. Difficult to tell what part of despair is circumstantial, what is drugs.",False,False,False,False,False,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-41073,Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems,False,False,False,False,False,False,True,True,True,False,False,train,twitter,False,False,False,False,False,False,False,True,True,True,False,False,0
2017-En-10559,"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-20648,@mas_critical The irony is that those protesting about this kind of stuff are the Orwellian nightmare they think they’re fighting against.,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-21927,@loismackey_ @Dory nah way that's horrible,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-20218,@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,True,False,True,True,False,False,False,False,False,False,False,train,twitter,True,True,True,True,True,True,False,False,False,False,False,False,0
2017-En-30952,angel delight is my everything,False,False,False,False,True,True,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-10474,Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG,True,True,False,False,False,False,False,False,False,False,False,train,twitter,True,True,False,False,False,False,False,True,False,False,False,False,0
2017-En-20413,In dire need of a worship session to just let go of everything,False,True,False,True,False,False,True,False,True,False,False,train,twitter,False,False,False,False,True,True,False,True,True,True,False,False,0
2017-En-40195,Brb going to sulk in bed until Friday,True,False,True,False,True,False,False,True,True,False,False,train,twitter,True,True,True,True,False,False,True,True,True,True,False,False,0
2017-En-10649,I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,False,True,False,False,True,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-41456,This is the first time I've been sober on my birthday in 6 years. #recovery #sobriety #sober #soberissexy #sobernative,False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-11034,Weak people revenge. Strong people forgive. Intelligent people ignore.,True,False,False,False,False,False,True,False,False,False,False,train,twitter,True,True,False,False,False,False,False,True,False,False,False,False,0
2017-En-10396,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage,True,False,False,False,False,False,False,False,False,False,False,train,twitter,True,True,False,False,False,False,False,False,False,False,False,False,0
2017-En-40760,"I'm so proud he understands this, he shows love, thought and compassion    and it's not done in a clouded way..",False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-30218,Why have I only just started watching glee this week I am now addicted 🙄 #glee #GLEEK,False,False,False,False,True,True,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-21649,@Bridget_Delia @originalaubs omg that's terrible,True,False,True,True,False,False,False,False,True,False,False,train,twitter,True,True,True,True,True,True,False,False,True,True,False,False,0
2017-En-10742,"All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous transition!@laurengrodstein",False,False,False,False,False,True,False,False,False,False,False,train,twitter,False,False,False,False,False,False,False,True,False,False,False,False,0
2017-En-21926,"tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...",False,True,False,True,False,False,False,False,False,False,False,train,twitter,False,False,False,False,True,True,False,True,False,False,False,False,0
2017-En-21045,"Jorge deserves it, honestly. He's weak.  #90dayfiance",True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-30985,Modern family never fails to cheer me up. Especially Phil.,False,False,False,False,True,True,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-31561,Sometimes I get to sit back and be proud of myself for pleasing Him so well.,False,False,False,False,True,True,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-10827,Follow me on Snapchat 👻 Carlabtst15 #snapchat ,False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-10252,@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell 🌝🌚 ;),True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-40175,It's way too hard not to get discouraged.,True,False,False,False,False,False,False,True,True,False,False,train,twitter,True,True,False,False,False,False,False,False,True,True,False,False,0
2017-En-31116,@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer,False,False,False,False,True,True,False,False,False,True,False,train,twitter,False,False,False,False,False,False,True,True,False,False,True,True,0
2017-En-21998,"Somewhere I rd a rpt tht Pakis wr afraid of TSD &amp; asked it 2 shut dn. Congis obliged &amp; exposed it,hounded them.time to revive. #BadlaofUri",False,False,False,False,False,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,False,False,False,False,False,False,1
2017-En-40520,"Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff",True,False,True,True,False,False,False,False,False,False,False,train,twitter,True,True,True,True,True,True,False,False,False,False,False,False,0
2017-En-11180,Manchester derby at home ,False,False,False,False,True,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-21565,"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern",True,False,True,True,False,False,False,True,False,True,False,train,twitter,True,True,True,True,True,True,False,False,False,True,True,True,0
2017-En-31526,"@Girlandlurchers Yep, peeps on here always out to cheer others up! I'm fine, drooling at GBBO x",False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-11538,@JaredWyand Maybe if it was transgender the media would cover it #outrage,True,False,False,False,False,False,False,False,True,False,False,train,twitter,True,True,False,False,False,False,False,False,True,True,False,False,0
2017-En-30572,her; i want a playful relationship\nme; *kicks her off the couch*,False,False,False,False,True,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-21333,Romero is fucking dreadful like seriously my 11 month old is better than him.,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-30855,Each day is what you make of it! #goals #challenges #business #goals   #success #photographer #photography #ThursdayThoughts,False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-10522,Since the 'update' my @iPhone loses power nearly 40% faster. ,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-11191,"@KatherineArabis It’s taken for granted, while the misogyny in the air is treated as normal — and any angry response to it as pathological.",True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-40717,"All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection.",False,True,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-30639,@KMunie7 @KaranEsch Helluva lot more animated than they were for the actual game &gt;.&lt;,False,True,False,False,True,True,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-40973,@onefumi oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA,False,False,False,False,False,False,False,False,True,True,False,train,twitter,False,False,False,False,False,False,False,False,True,True,True,True,0
2017-En-10924,"Anger, resentment, and hatred are the destroyer of your fortune today.",True,False,False,False,False,False,True,False,False,False,False,train,twitter,True,True,False,False,False,False,False,True,False,False,False,False,0
2017-En-30454,Optimism leads to success. - Bill Kerr @Coach__Kerr #success #optimism #goals,False,False,False,False,True,False,True,False,False,False,True,train,twitter,False,False,False,False,False,False,True,True,False,False,False,True,0
2017-En-10160,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 ,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-41446,"@jimmyfallon @ShawnMendes I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine #FallSongs",True,False,False,False,True,False,False,False,False,False,False,train,twitter,True,True,False,False,False,False,True,True,False,False,False,False,0
2017-En-40180,so gutted i dropped one of my earrings down the sink at school,False,False,False,False,False,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-30531,The Quarterback' wrecks me every time.. #glee,False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-20212,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom",False,False,True,False,False,False,False,False,False,False,False,train,twitter,False,False,True,True,False,False,False,False,False,False,False,False,0
2017-En-21787,"Happy birthday to Stephen King, a man responsible for some of the best horror of the past 40 years... and a whole bunch of the worst.",False,False,False,False,True,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-20704,“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,False,True,False,False,False,False,True,False,False,False,True,train,twitter,False,False,False,False,False,False,False,True,False,False,False,True,0
2017-En-41483,"it's still not sunk in that im seeing joe next month, im so grateful and excited shit",False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-21072,"It's a good day at work when you get to shake Jim Lehrer's hand. Thanks, @keratx! Still kicking myself for being to shy to hug @mcuban.",False,False,False,False,True,True,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-21699,I'm so bored and fat and full and ridiculously overweight and rolls galore ,False,False,True,False,False,False,False,True,True,False,False,train,twitter,False,False,True,True,False,False,False,False,True,True,False,False,0
2017-En-40479,The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround,False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-10651,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work ",False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-40208,"@happyandbashful Flirt, simper, pout, repeat. Yuck.",True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-10597,"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.",True,False,True,False,False,False,False,True,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,True,False,False,0
2017-En-10141,There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-40834,Soooo badly want to dye my hair dark but have never been dark before soooo torn 😭😭😭,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-11414,"Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb",True,False,False,False,False,False,False,False,False,False,False,train,twitter,True,True,False,False,False,False,False,False,False,False,False,False,0
2017-En-10668,Nor hell a fury like a woman scorned -- William Congreve,True,False,False,True,False,False,False,False,False,False,False,train,twitter,True,True,False,False,True,True,False,False,False,False,False,False,0
2017-En-41355,"@icapturpix @DRUDGE_REPORT I agree. This current, ultra-left Democratic party lost a lot of members, including myself. I switched to Repub.",False,False,False,False,False,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,False,False,False,False,False,False,1
2017-En-40348,@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind ,False,False,True,False,False,False,False,False,True,False,False,train,twitter,False,False,True,True,False,False,False,False,True,True,False,False,0
2017-En-11637,@matthew_meadows Since it's a friend of Pereg's I don't want to offend :) #Peace,False,False,False,False,True,False,True,False,True,False,True,train,twitter,False,False,False,False,False,False,True,True,True,True,False,True,0
2017-En-41252,"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad",False,False,False,False,False,False,False,False,True,False,False,train,twitter,False,False,False,False,False,False,False,False,True,True,False,False,0
2017-En-20636,@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness ,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-21387,"Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO",False,False,False,True,True,True,False,False,False,False,False,train,twitter,False,False,False,False,True,True,True,True,False,False,False,False,0
2017-En-30095,@Myahrissavietta I'm cheery now 😘😉,False,False,False,False,True,True,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-30904,Bridget Jones' Baby was bloody hilarious 😅 #BridgetJonesBaby,False,False,False,False,True,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-22055,I had really strange and awful dreams last night. I'd didn't even eat cheese before bed  #lovemysleep,True,False,True,True,True,True,False,False,True,False,False,train,twitter,True,True,True,True,True,True,True,True,True,True,False,False,0
2017-En-41195,@dublinwaltz bts' 화양연화 trilogy MV is my all time fav🙌 quite gloomy but beautiful as well✨,False,False,False,False,True,True,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-40404,Brad Pitt being investigated for child abuse?! this all just got really #dark,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-30533,Watch this amazing live.ly broadcast by @matt.boss  #musicallyjh,False,True,False,False,True,False,True,False,False,True,False,train,twitter,False,False,False,False,False,False,True,True,False,False,True,True,0
2017-En-21118,should I #start posting #photos?,False,True,False,False,False,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,False,True,False,False,False,False,0
2017-En-10241,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-30917,"@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'",True,False,True,False,True,False,True,False,False,False,False,train,twitter,True,True,True,True,False,False,True,True,False,False,False,False,0
2017-En-30090,Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! #hilarious,False,False,False,False,True,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-10331,Need a new outlet for #rage,True,False,True,False,False,False,False,False,False,False,False,train,twitter,True,True,True,True,False,False,False,False,False,False,False,False,0
2017-En-30555,Watch this amazing live.ly broadcast by @brooks_swaggysquad  #musically,False,True,False,False,True,True,True,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-30097,Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is 😂 #HereWeGo,False,False,False,False,True,True,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-11332,@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great #sting #xph,False,False,False,False,True,False,False,False,False,False,False,train,twitter,False,False,False,False,False,False,True,True,False,False,False,False,0
2017-En-20652,@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',False,False,True,False,False,False,False,False,False,False,False,train,twitter,False,False,True,True,False,False,False,False,False,False,False,False,0
2017-En-30493,@buzzlightbeard2 If you don't love yourself... Honesty is the best policy #smile,False,False,False,False,True,False,True,False,False,False,True,train,twitter,False,False,False,False,False,False,True,True,False,False,False,True,0
2017-En-10426,"@healeyraine I'm offended, I actually am",True,False,False,False,False,False,False,False,True,False,False,train,twitter,True,True,False,False,False,False,False,False,True,True,False,False,0
2017-En-21029,"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood ",True,False,True,False,False,False,False,True,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-40299,Gaaaaaaaad! Should have stayed in London!,True,False,True,False,False,False,False,False,True,False,False,train,twitter,True,True,True,True,False,False,False,False,True,True,False,False,0
2017-En-31237,May the optimism of tomorrow be your foundation for today.,False,False,False,False,False,False,True,False,False,False,False,train,twitter,False,False,False,False,False,False,False,True,False,False,False,False,0
